case_name,navigation_ratio,missile_speed_mps,target_speed_mps,max_required_overload_g,max_actual_overload_g,miss_distance_m,intercepted,flight_time_s,noise_std_radps,target_normal_g,saturation_ratio,launch_radius_m,launch_angle_deg
"r=2000,q=55",4.0,500.0,400.0,137.882415,10.0,541.228496,False,2.81,0.0,0.0,0.968085,2000,55
"r=2000,q=60",4.0,500.0,400.0,114.951029,10.0,603.074823,False,2.91,0.0,0.0,0.965753,2000,60
"r=2000,q=65",4.0,500.0,400.0,96.68565,10.0,661.920831,False,3.03,0.0,0.0,0.957237,2000,65
"r=2000,q=70",4.0,500.0,400.0,81.838326,10.0,717.117889,False,3.17,0.0,0.0,0.95283,2000,70
"r=2000,q=75",4.0,500.0,400.0,69.59845,10.0,767.778975,False,3.35,0.0,0.0,0.940476,2000,75
"r=2000,q=80",4.0,500.0,400.0,59.430359,10.0,812.52335,False,3.58,0.0,0.0,0.924791,2000,80
"r=2000,q=85",4.0,500.0,400.0,50.988253,10.0,848.976961,False,3.9,0.0,0.0,0.900256,2000,85
"r=2000,q=90",4.0,500.0,400.0,44.075479,10.0,872.239256,False,4.37,0.0,0.0,0.860731,2000,90
"r=2000,q=95",4.0,500.0,400.0,38.616574,10.0,868.355956,False,5.25,0.0,0.0,0.773764,2000,95
"r=2000,q=100",4.0,500.0,400.0,34.589333,10.0,703.523879,False,10.09,0.0,0.0,0.429703,2000,100
"r=2000,q=105",4.0,500.0,400.0,31.241079,10.0,0.412271,False,14.15,0.0,0.0,0.299435,2000,105
"r=2000,q=110",4.0,500.0,400.0,27.841417,10.0,0.270548,False,14.26,0.0,0.0,0.264191,2000,110
"r=2000,q=115",4.0,500.0,400.0,24.468703,10.0,0.365453,False,14.59,0.0,0.0,0.216438,2000,115
"r=2000,q=120",4.0,500.0,400.0,21.194403,10.0,0.327818,False,15.06,0.0,0.0,0.16722,2000,120
"r=2000,q=125",4.0,500.0,400.0,18.080588,10.0,0.130217,False,15.62,0.0,0.0,0.120921,2000,125
"r=2000,q=130",4.0,500.0,400.0,15.178327,10.0,0.227381,False,16.25,0.0,0.0,0.078106,2000,130
"r=2000,q=135",4.0,500.0,400.0,12.526471,10.0,0.393073,False,16.91,0.0,0.0,0.039007,2000,135
"r=2000,q=140",4.0,500.0,400.0,10.150847,10.0,0.419356,False,17.6,0.0,0.0,0.002839,2000,140
"r=2000,q=145",4.0,500.0,400.0,8.063891,8.063891,0.092963,True,18.24,0.0,0.0,0.0,2000,145
"r=2000,q=150",4.0,500.0,400.0,6.264722,6.264722,0.236198,False,18.79,0.0,0.0,0.0,2000,150
"r=2000,q=155",4.0,500.0,400.0,4.739661,4.739661,0.167105,False,19.22,0.0,0.0,0.0,2000,155
"r=2000,q=160",4.0,500.0,400.0,3.463164,3.463164,0.07086,True,19.52,0.0,0.0,0.0,2000,160
"r=2000,q=165",4.0,500.0,400.0,2.399149,2.399149,0.406034,False,19.76,0.0,0.0,0.0,2000,165
"r=2000,q=170",4.0,500.0,400.0,1.502659,1.502659,0.109061,False,19.91,0.0,0.0,0.0,2000,170
"r=2000,q=175",4.0,500.0,400.0,0.721815,0.721815,0.352223,False,19.99,0.0,0.0,0.0,2000,175
"r=2000,q=180",4.0,500.0,400.0,0.0,0.0,0.0,True,20.0,0.0,0.0,0.0,2000,180
"r=2000,q=185",4.0,500.0,400.0,0.721815,0.721815,0.352223,False,19.99,0.0,0.0,0.0,2000,185
"r=2000,q=190",4.0,500.0,400.0,1.502659,1.502659,0.109061,False,19.91,0.0,0.0,0.0,2000,190
"r=2000,q=195",4.0,500.0,400.0,2.399149,2.399149,0.406034,False,19.76,0.0,0.0,0.0,2000,195
"r=2000,q=200",4.0,500.0,400.0,3.463164,3.463164,0.07086,True,19.52,0.0,0.0,0.0,2000,200
"r=2000,q=205",4.0,500.0,400.0,4.739661,4.739661,0.167105,False,19.22,0.0,0.0,0.0,2000,205
"r=2000,q=210",4.0,500.0,400.0,6.264722,6.264722,0.236198,False,18.79,0.0,0.0,0.0,2000,210
"r=2000,q=215",4.0,500.0,400.0,8.063891,8.063891,0.092963,True,18.24,0.0,0.0,0.0,2000,215
"r=2000,q=220",4.0,500.0,400.0,10.150847,10.0,0.419356,False,17.6,0.0,0.0,0.002839,2000,220
"r=2000,q=225",4.0,500.0,400.0,12.526471,10.0,0.393073,False,16.91,0.0,0.0,0.039007,2000,225
"r=2000,q=230",4.0,500.0,400.0,15.178327,10.0,0.227381,False,16.25,0.0,0.0,0.078106,2000,230
"r=2000,q=235",4.0,500.0,400.0,18.080588,10.0,0.130217,False,15.62,0.0,0.0,0.120921,2000,235
"r=2000,q=240",4.0,500.0,400.0,21.194403,10.0,0.327818,False,15.06,0.0,0.0,0.16722,2000,240
"r=2000,q=245",4.0,500.0,400.0,24.468703,10.0,0.365453,False,14.59,0.0,0.0,0.216438,2000,245
"r=2000,q=250",4.0,500.0,400.0,27.841417,10.0,0.270548,False,14.26,0.0,0.0,0.264191,2000,250
"r=2000,q=255",4.0,500.0,400.0,31.241079,10.0,0.412271,False,14.15,0.0,0.0,0.299435,2000,255
"r=2000,q=260",4.0,500.0,400.0,34.589333,10.0,703.523879,False,10.09,0.0,0.0,0.429703,2000,260
"r=2000,q=265",4.0,500.0,400.0,38.616574,10.0,868.355956,False,5.25,0.0,0.0,0.773764,2000,265
"r=2000,q=270",4.0,500.0,400.0,44.075479,10.0,872.239256,False,4.37,0.0,0.0,0.860731,2000,270
"r=2000,q=275",4.0,500.0,400.0,50.988253,10.0,848.976961,False,3.9,0.0,0.0,0.900256,2000,275
"r=2000,q=280",4.0,500.0,400.0,59.430359,10.0,812.52335,False,3.58,0.0,0.0,0.924791,2000,280
"r=2000,q=285",4.0,500.0,400.0,69.59845,10.0,767.778975,False,3.35,0.0,0.0,0.940476,2000,285
"r=2000,q=290",4.0,500.0,400.0,81.838326,10.0,717.117889,False,3.17,0.0,0.0,0.95283,2000,290
"r=2000,q=295",4.0,500.0,400.0,96.68565,10.0,661.920831,False,3.03,0.0,0.0,0.957237,2000,295
"r=2000,q=300",4.0,500.0,400.0,114.951029,10.0,603.074823,False,2.91,0.0,0.0,0.965753,2000,300
"r=2000,q=305",4.0,500.0,400.0,137.882415,10.0,541.228496,False,2.81,0.0,0.0,0.968085,2000,305
"r=2000,q=310",4.0,500.0,400.0,167.479042,10.0,476.850977,False,2.72,0.0,0.0,0.974359,2000,310
"r=2000,q=315",4.0,500.0,400.0,207.148148,10.0,410.344469,False,2.64,0.0,0.0,0.977358,2000,315
"r=2000,q=320",4.0,500.0,400.0,263.141456,10.0,342.029599,False,2.57,0.0,0.0,0.98062,2000,320
"r=2000,q=325",4.0,500.0,400.0,348.3951,10.0,272.173596,False,2.51,0.0,0.0,0.984127,2000,325
"r=2000,q=330",4.0,500.0,400.0,494.747303,10.0,201.058305,False,2.46,0.0,0.0,0.983806,2000,330
"r=2000,q=335",4.0,500.0,400.0,805.339401,10.0,128.842917,False,2.4,0.0,0.0,0.987552,2000,335
"r=2000,q=340",4.0,500.0,400.0,1932.924446,10.0,55.890101,False,2.35,0.0,0.0,0.991525,2000,340
"r=2000,q=345",4.0,500.0,400.0,18.714609,10.0,1.993575,False,2.3,0.0,0.0,0.619048,2000,345
"r=2000,q=350",4.0,500.0,400.0,12.66309,10.0,1.287065,False,2.26,0.0,0.0,0.140969,2000,350
"r=2000,q=355",4.0,500.0,400.0,6.388115,6.388115,0.514216,False,2.24,0.0,0.0,0.0,2000,355
"r=2125,q=0",4.0,500.0,400.0,0.0,0.0,1.0,False,2.37,0.0,0.0,0.0,2125,0
"r=2125,q=5",4.0,500.0,400.0,6.012343,6.012343,1.105893,False,2.38,0.0,0.0,0.0,2125,5
"r=2125,q=10",4.0,500.0,400.0,11.918203,10.0,1.841192,False,2.4,0.0,0.0,0.099585,2125,10
"r=2125,q=15",4.0,500.0,400.0,17.613749,10.0,3.969007,False,2.45,0.0,0.0,0.495935,2125,15
"r=2125,q=20",4.0,500.0,400.0,2535.955477,10.0,42.006599,False,2.5,0.0,0.0,0.992032,2125,20
"r=2125,q=25",4.0,500.0,400.0,859.125331,10.0,119.112765,False,2.56,0.0,0.0,0.988327,2125,25
"r=2125,q=30",4.0,500.0,400.0,500.682303,10.0,195.239957,False,2.62,0.0,0.0,0.984791,2125,30
"r=2125,q=35",4.0,500.0,400.0,344.216376,10.0,270.249406,False,2.68,0.0,0.0,0.98513,2125,35
"r=2125,q=40",4.0,500.0,400.0,256.179377,10.0,343.820023,False,2.75,0.0,0.0,0.981884,2125,40
"r=2125,q=45",4.0,500.0,400.0,199.595117,10.0,415.697914,False,2.83,0.0,0.0,0.978873,2125,45
"r=2125,q=50",4.0,500.0,400.0,160.095689,10.0,485.516177,False,2.92,0.0,0.0,0.972696,2125,50
"r=2125,q=55",4.0,500.0,400.0,130.936516,10.0,552.925114,False,3.02,0.0,0.0,0.970297,2125,55
"r=2125,q=60",4.0,500.0,400.0,108.529555,10.0,617.440738,False,3.14,0.0,0.0,0.965079,2125,60
"r=2125,q=65",4.0,500.0,400.0,90.803193,10.0,678.450357,False,3.28,0.0,0.0,0.957447,2125,65
"r=2125,q=70",4.0,500.0,400.0,76.480733,10.0,735.141969,False,3.45,0.0,0.0,0.947977,2125,70
"r=2125,q=75",4.0,500.0,400.0,64.747132,10.0,786.288024,False,3.66,0.0,0.0,0.93733,2125,75
"r=2125,q=80",4.0,500.0,400.0,55.073249,10.0,829.899276,False,3.95,0.0,0.0,0.919192,2125,80
"r=2125,q=85",4.0,500.0,400.0,47.136897,10.0,862.179221,False,4.36,0.0,0.0,0.89016,2125,85
"r=2125,q=90",4.0,500.0,400.0,40.779698,10.0,873.865899,False,5.05,0.0,0.0,0.83004,2125,90
"r=2125,q=95",4.0,500.0,400.0,35.961132,10.0,823.718336,False,6.85,0.0,0.0,0.661808,2125,95
"r=2125,q=100",4.0,500.0,400.0,32.554129,10.0,0.066825,True,14.45,0.0,0.0,0.321107,2125,100
"r=2125,q=105",4.0,500.0,400.0,29.403369,10.0,0.280694,False,14.45,0.0,0.0,0.294606,2125,105
"r=2125,q=110",4.0,500.0,400.0,26.203686,10.0,0.088032,True,14.74,0.0,0.0,0.248304,2125,110
"r=2125,q=115",4.0,500.0,400.0,23.029367,10.0,0.039486,True,15.21,0.0,0.0,0.197896,2125,115
"r=2125,q=120",4.0,500.0,400.0,19.947674,10.0,0.456706,False,15.81,0.0,0.0,0.149178,2125,120
"r=2125,q=125",4.0,500.0,400.0,17.017024,10.0,0.422266,False,16.47,0.0,0.0,0.104369,2125,125
"r=2125,q=130",4.0,500.0,400.0,14.285484,10.0,0.070166,True,17.17,0.0,0.0,0.064065,2125,130
"r=2125,q=135",4.0,500.0,400.0,11.789619,10.0,0.301782,False,17.93,0.0,0.0,0.027313,2125,135
"r=2125,q=140",4.0,500.0,400.0,9.553738,9.553738,0.498,False,18.7,0.0,0.0,0.0,2125,140
"r=2125,q=145",4.0,500.0,400.0,7.589544,7.589544,0.060016,True,19.38,0.0,0.0,0.0,2125,145
"r=2125,q=150",4.0,500.0,400.0,5.896209,5.896209,0.153235,False,19.97,0.0,0.0,0.0,2125,150
"r=2125,q=155",4.0,500.0,400.0,4.460857,4.460857,0.197525,False,20.42,0.0,0.0,0.0,2125,155
"r=2125,q=160",4.0,500.0,400.0,3.259449,3.259449,0.062739,True,20.74,0.0,0.0,0.0,2125,160
"r=2125,q=165",4.0,500.0,400.0,2.258023,2.258023,0.187979,False,20.99,0.0,0.0,0.0,2125,165
"r=2125,q=170",4.0,500.0,400.0,1.414267,1.414267,0.431704,False,21.15,0.0,0.0,0.0,2125,170
"r=2125,q=175",4.0,500.0,400.0,0.679355,0.679355,0.187407,False,21.24,0.0,0.0,0.0,2125,175
"r=2125,q=180",4.0,500.0,400.0,0.0,0.0,0.0,True,21.25,0.0,0.0,0.0,2125,180
"r=2125,q=185",4.0,500.0,400.0,0.679355,0.679355,0.187407,False,21.24,0.0,0.0,0.0,2125,185
"r=2125,q=190",4.0,500.0,400.0,1.414267,1.414267,0.431704,False,21.15,0.0,0.0,0.0,2125,190
"r=2125,q=195",4.0,500.0,400.0,2.258023,2.258023,0.187979,False,20.99,0.0,0.0,0.0,2125,195
"r=2125,q=200",4.0,500.0,400.0,3.259449,3.259449,0.062739,True,20.74,0.0,0.0,0.0,2125,200
"r=2125,q=205",4.0,500.0,400.0,4.460857,4.460857,0.197525,False,20.42,0.0,0.0,0.0,2125,205
"r=2125,q=210",4.0,500.0,400.0,5.896209,5.896209,0.153235,False,19.97,0.0,0.0,0.0,2125,210
"r=2125,q=215",4.0,500.0,400.0,7.589544,7.589544,0.060016,True,19.38,0.0,0.0,0.0,2125,215
"r=2125,q=220",4.0,500.0,400.0,9.553738,9.553738,0.498,False,18.7,0.0,0.0,0.0,2125,220
"r=2125,q=225",4.0,500.0,400.0,11.789619,10.0,0.301782,False,17.93,0.0,0.0,0.027313,2125,225
"r=2125,q=230",4.0,500.0,400.0,14.285484,10.0,0.070166,True,17.17,0.0,0.0,0.064065,2125,230
"r=2125,q=235",4.0,500.0,400.0,17.017024,10.0,0.422266,False,16.47,0.0,0.0,0.104369,2125,235
"r=2125,q=240",4.0,500.0,400.0,19.947674,10.0,0.456706,False,15.81,0.0,0.0,0.149178,2125,240
"r=2125,q=245",4.0,500.0,400.0,23.029367,10.0,0.039486,True,15.21,0.0,0.0,0.197896,2125,245
"r=2125,q=250",4.0,500.0,400.0,26.203686,10.0,0.088032,True,14.74,0.0,0.0,0.248304,2125,250
"r=2125,q=255",4.0,500.0,400.0,29.403369,10.0,0.280694,False,14.45,0.0,0.0,0.294606,2125,255
"r=2125,q=260",4.0,500.0,400.0,32.554129,10.0,0.066825,True,14.45,0.0,0.0,0.321107,2125,260
"r=2125,q=265",4.0,500.0,400.0,35.961132,10.0,823.718336,False,6.85,0.0,0.0,0.661808,2125,265
"r=2125,q=270",4.0,500.0,400.0,40.779698,10.0,873.865899,False,5.05,0.0,0.0,0.83004,2125,270
"r=2125,q=275",4.0,500.0,400.0,47.136897,10.0,862.179221,False,4.36,0.0,0.0,0.89016,2125,275
"r=2125,q=280",4.0,500.0,400.0,55.073249,10.0,829.899276,False,3.95,0.0,0.0,0.919192,2125,280
"r=2125,q=285",4.0,500.0,400.0,64.747132,10.0,786.288024,False,3.66,0.0,0.0,0.93733,2125,285
"r=2125,q=290",4.0,500.0,400.0,76.480733,10.0,735.141969,False,3.45,0.0,0.0,0.947977,2125,290
"r=2125,q=295",4.0,500.0,400.0,90.803193,10.0,678.450357,False,3.28,0.0,0.0,0.957447,2125,295
"r=2125,q=300",4.0,500.0,400.0,108.529555,10.0,617.440738,False,3.14,0.0,0.0,0.965079,2125,300
"r=2125,q=305",4.0,500.0,400.0,130.936516,10.0,552.925114,False,3.02,0.0,0.0,0.970297,2125,305
"r=2125,q=310",4.0,500.0,400.0,160.095689,10.0,485.516177,False,2.92,0.0,0.0,0.972696,2125,310
"r=2125,q=315",4.0,500.0,400.0,199.595117,10.0,415.697914,False,2.83,0.0,0.0,0.978873,2125,315
"r=2125,q=320",4.0,500.0,400.0,256.179377,10.0,343.820023,False,2.75,0.0,0.0,0.981884,2125,320
"r=2125,q=325",4.0,500.0,400.0,344.216376,10.0,270.249406,False,2.68,0.0,0.0,0.98513,2125,325
"r=2125,q=330",4.0,500.0,400.0,500.682303,10.0,195.239957,False,2.62,0.0,0.0,0.984791,2125,330
"r=2125,q=335",4.0,500.0,400.0,859.125331,10.0,119.112765,False,2.56,0.0,0.0,0.988327,2125,335
"r=2125,q=340",4.0,500.0,400.0,2535.955477,10.0,42.006599,False,2.5,0.0,0.0,0.992032,2125,340
"r=2125,q=345",4.0,500.0,400.0,17.613749,10.0,3.969007,False,2.45,0.0,0.0,0.495935,2125,345
"r=2125,q=350",4.0,500.0,400.0,11.918203,10.0,1.841192,False,2.4,0.0,0.0,0.099585,2125,350
"r=2125,q=355",4.0,500.0,400.0,6.012343,6.012343,1.105893,False,2.38,0.0,0.0,0.0,2125,355
"r=2250,q=0",4.0,500.0,400.0,0.0,0.0,0.0,True,2.5,0.0,0.0,0.0,2250,0
"r=2250,q=5",4.0,500.0,400.0,5.678324,5.678324,1.697569,False,2.52,0.0,0.0,0.0,2250,5
"r=2250,q=10",4.0,500.0,400.0,11.25608,10.0,2.414338,False,2.54,0.0,0.0,0.066667,2250,10
"r=2250,q=15",4.0,500.0,400.0,16.635208,10.0,2.55015,False,2.59,0.0,0.0,0.407692,2250,15
"r=2250,q=20",4.0,500.0,400.0,3986.146205,10.0,26.038426,False,2.65,0.0,0.0,0.992481,2250,20
"r=2250,q=25",4.0,500.0,400.0,939.452536,10.0,107.146392,False,2.72,0.0,0.0,0.989011,2250,25
"r=2250,q=30",4.0,500.0,400.0,513.018543,10.0,187.162891,False,2.78,0.0,0.0,0.989247,2250,30
"r=2250,q=35",4.0,500.0,400.0,342.763991,10.0,265.898498,False,2.85,0.0,0.0,0.986014,2250,35
"r=2250,q=40",4.0,500.0,400.0,250.909523,10.0,343.061149,False,2.93,0.0,0.0,0.982993,2250,40
"r=2250,q=45",4.0,500.0,400.0,193.298356,10.0,418.31841,False,3.02,0.0,0.0,0.980198,2250,45
"r=2250,q=50",4.0,500.0,400.0,153.699472,10.0,491.253872,False,3.12,0.0,0.0,0.974441,2250,50
"r=2250,q=55",4.0,500.0,400.0,124.805962,10.0,561.448753,False,3.24,0.0,0.0,0.969231,2250,55
"r=2250,q=60",4.0,500.0,400.0,102.798339,10.0,628.311656,False,3.37,0.0,0.0,0.967456,2250,60
"r=2250,q=65",4.0,500.0,400.0,85.509594,10.0,691.083219,False,3.54,0.0,0.0,0.957746,2250,65
"r=2250,q=70",4.0,500.0,400.0,71.62962,10.0,748.662874,False,3.74,0.0,0.0,0.949333,2250,70
"r=2250,q=75",4.0,500.0,400.0,60.333046,10.0,799.372964,False,4.0,0.0,0.0,0.935162,2250,75
"r=2250,q=80",4.0,500.0,400.0,51.103319,10.0,840.220988,False,4.36,0.0,0.0,0.913043,2250,80
"r=2250,q=85",4.0,500.0,400.0,43.648658,10.0,864.757363,False,4.92,0.0,0.0,0.870183,2250,85
"r=2250,q=90",4.0,500.0,400.0,37.859285,10.0,852.121133,False,6.04,0.0,0.0,0.771901,2250,90
"r=2250,q=95",4.0,500.0,400.0,33.708968,10.0,0.116606,False,14.89,0.0,0.0,0.332886,2250,95
"r=2250,q=100",4.0,500.0,400.0,30.745566,10.0,0.049606,True,14.57,0.0,0.0,0.326012,2250,100
"r=2250,q=105",4.0,500.0,400.0,27.769848,10.0,0.357658,False,14.83,0.0,0.0,0.281671,2250,105
"r=2250,q=110",4.0,500.0,400.0,24.747926,10.0,0.008478,True,15.27,0.0,0.0,0.230517,2250,110
"r=2250,q=115",4.0,500.0,400.0,21.749958,10.0,0.469212,False,15.88,0.0,0.0,0.179358,2250,115
"r=2250,q=120",4.0,500.0,400.0,18.83947,10.0,0.373401,False,16.57,0.0,0.0,0.132087,2250,120
"r=2250,q=125",4.0,500.0,400.0,16.071634,10.0,0.344539,False,17.33,0.0,0.0,0.089965,2250,125
"r=2250,q=130",4.0,500.0,400.0,13.491846,10.0,0.492367,False,18.13,0.0,0.0,0.051819,2250,130
"r=2250,q=135",4.0,500.0,400.0,11.13464,10.0,0.338084,False,18.96,0.0,0.0,0.017396,2250,135
"r=2250,q=140",4.0,500.0,400.0,9.022975,9.022975,0.461362,False,19.8,0.0,0.0,0.0,2250,140
"r=2250,q=145",4.0,500.0,400.0,7.167903,7.167903,0.027063,True,20.52,0.0,0.0,0.0,2250,145
"r=2250,q=150",4.0,500.0,400.0,5.568642,5.568642,0.458202,False,21.14,0.0,0.0,0.0,2250,150
"r=2250,q=155",4.0,500.0,400.0,4.213032,4.213032,0.227947,False,21.62,0.0,0.0,0.0,2250,155
"r=2250,q=160",4.0,500.0,400.0,3.078368,3.078368,0.054617,True,21.96,0.0,0.0,0.0,2250,160
"r=2250,q=165",4.0,500.0,400.0,2.132577,2.132577,0.220032,False,22.23,0.0,0.0,0.0,2250,165
"r=2250,q=170",4.0,500.0,400.0,1.335697,1.335697,0.246782,False,22.39,0.0,0.0,0.0,2250,170
"r=2250,q=175",4.0,500.0,400.0,0.641613,0.641613,0.02259,True,22.47,0.0,0.0,0.0,2250,175
"r=2250,q=180",4.0,500.0,400.0,0.0,0.0,0.0,True,22.5,0.0,0.0,0.0,2250,180
"r=2250,q=185",4.0,500.0,400.0,0.641613,0.641613,0.02259,True,22.47,0.0,0.0,0.0,2250,185
"r=2250,q=190",4.0,500.0,400.0,1.335697,1.335697,0.246782,False,22.39,0.0,0.0,0.0,2250,190
"r=2250,q=195",4.0,500.0,400.0,2.132577,2.132577,0.220032,False,22.23,0.0,0.0,0.0,2250,195
"r=2250,q=200",4.0,500.0,400.0,3.078368,3.078368,0.054617,True,21.96,0.0,0.0,0.0,2250,200
"r=2250,q=205",4.0,500.0,400.0,4.213032,4.213032,0.227947,False,21.62,0.0,0.0,0.0,2250,205
"r=2250,q=210",4.0,500.0,400.0,5.568642,5.568642,0.458202,False,21.14,0.0,0.0,0.0,2250,210
"r=2250,q=215",4.0,500.0,400.0,7.167903,7.167903,0.027063,True,20.52,0.0,0.0,0.0,2250,215
"r=2250,q=220",4.0,500.0,400.0,9.022975,9.022975,0.461362,False,19.8,0.0,0.0,0.0,2250,220
"r=2250,q=225",4.0,500.0,400.0,11.13464,10.0,0.338084,False,18.96,0.0,0.0,0.017396,2250,225
"r=2250,q=230",4.0,500.0,400.0,13.491846,10.0,0.492367,False,18.13,0.0,0.0,0.051819,2250,230
"r=2250,q=235",4.0,500.0,400.0,16.071634,10.0,0.344539,False,17.33,0.0,0.0,0.089965,2250,235
"r=2250,q=240",4.0,500.0,400.0,18.83947,10.0,0.373401,False,16.57,0.0,0.0,0.132087,2250,240
"r=2250,q=245",4.0,500.0,400.0,21.749958,10.0,0.469212,False,15.88,0.0,0.0,0.179358,2250,245
"r=2250,q=250",4.0,500.0,400.0,24.747926,10.0,0.008478,True,15.27,0.0,0.0,0.230517,2250,250
"r=2250,q=255",4.0,500.0,400.0,27.769848,10.0,0.357658,False,14.83,0.0,0.0,0.281671,2250,255
"r=2250,q=260",4.0,500.0,400.0,30.745566,10.0,0.049606,True,14.57,0.0,0.0,0.326012,2250,260
"r=2250,q=265",4.0,500.0,400.0,33.708968,10.0,0.116606,False,14.89,0.0,0.0,0.332886,2250,265
"r=2250,q=270",4.0,500.0,400.0,37.859285,10.0,852.121133,False,6.04,0.0,0.0,0.771901,2250,270
"r=2250,q=275",4.0,500.0,400.0,43.648658,10.0,864.757363,False,4.92,0.0,0.0,0.870183,2250,275
"r=2250,q=280",4.0,500.0,400.0,51.103319,10.0,840.220988,False,4.36,0.0,0.0,0.913043,2250,280
"r=2250,q=285",4.0,500.0,400.0,60.333046,10.0,799.372964,False,4.0,0.0,0.0,0.935162,2250,285
"r=2250,q=290",4.0,500.0,400.0,71.62962,10.0,748.662874,False,3.74,0.0,0.0,0.949333,2250,290
"r=2250,q=295",4.0,500.0,400.0,85.509594,10.0,691.083219,False,3.54,0.0,0.0,0.957746,2250,295
"r=2250,q=300",4.0,500.0,400.0,102.798339,10.0,628.311656,False,3.37,0.0,0.0,0.967456,2250,300
"r=2250,q=305",4.0,500.0,400.0,124.805962,10.0,561.448753,False,3.24,0.0,0.0,0.969231,2250,305
"r=2250,q=310",4.0,500.0,400.0,153.699472,10.0,491.253872,False,3.12,0.0,0.0,0.974441,2250,310
"r=2250,q=315",4.0,500.0,400.0,193.298356,10.0,418.31841,False,3.02,0.0,0.0,0.980198,2250,315
"r=2250,q=320",4.0,500.0,400.0,250.909523,10.0,343.061149,False,2.93,0.0,0.0,0.982993,2250,320
"r=2250,q=325",4.0,500.0,400.0,342.763991,10.0,265.898498,False,2.85,0.0,0.0,0.986014,2250,325
"r=2250,q=330",4.0,500.0,400.0,513.018543,10.0,187.162891,False,2.78,0.0,0.0,0.989247,2250,330
"r=2250,q=335",4.0,500.0,400.0,939.452536,10.0,107.146392,False,2.72,0.0,0.0,0.989011,2250,335
"r=2250,q=340",4.0,500.0,400.0,3986.146205,10.0,26.038426,False,2.65,0.0,0.0,0.992481,2250,340
"r=2250,q=345",4.0,500.0,400.0,16.635208,10.0,2.55015,False,2.59,0.0,0.0,0.407692,2250,345
"r=2250,q=350",4.0,500.0,400.0,11.25608,10.0,2.414338,False,2.54,0.0,0.0,0.066667,2250,350
"r=2250,q=355",4.0,500.0,400.0,5.678324,5.678324,1.697569,False,2.52,0.0,0.0,0.0,2250,355
"r=2375,q=0",4.0,500.0,400.0,0.0,0.0,1.0,False,2.65,0.0,0.0,0.0,2375,0
"r=2375,q=5",4.0,500.0,400.0,5.379465,5.379465,2.289242,False,2.66,0.0,0.0,0.0,2375,5
"r=2375,q=10",4.0,500.0,400.0,10.663655,10.0,3.006017,False,2.68,0.0,0.0,0.033457,2375,10
"r=2375,q=15",4.0,500.0,400.0,15.759671,10.0,0.34453,False,2.73,0.0,0.0,0.339416,2375,15
"r=2375,q=20",4.0,500.0,400.0,10594.071665,10.0,8.147672,False,2.8,0.0,0.0,0.996441,2375,20
"r=2375,q=25",4.0,500.0,400.0,1064.753157,10.0,92.962356,False,2.87,0.0,0.0,0.993056,2375,25
"r=2375,q=30",4.0,500.0,400.0,533.10205,10.0,176.750251,False,2.95,0.0,0.0,0.986486,2375,30
"r=2375,q=35",4.0,500.0,400.0,344.270345,10.0,259.109769,False,3.03,0.0,0.0,0.983553,2375,35
"r=2375,q=40",4.0,500.0,400.0,247.292205,10.0,339.712658,False,3.12,0.0,0.0,0.980831,2375,40
"r=2375,q=45",4.0,500.0,400.0,188.121621,10.0,418.140586,False,3.22,0.0,0.0,0.978328,2375,45
"r=2375,q=50",4.0,500.0,400.0,148.174431,10.0,493.994219,False,3.33,0.0,0.0,0.976048,2375,50
"r=2375,q=55",4.0,500.0,400.0,119.378712,10.0,566.693136,False,3.46,0.0,0.0,0.971182,2375,55
"r=2375,q=60",4.0,500.0,400.0,97.643802,10.0,635.540862,False,3.62,0.0,0.0,0.964187,2375,60
"r=2375,q=65",4.0,500.0,400.0,80.70091,10.0,699.562153,False,3.81,0.0,0.0,0.958115,2375,65
"r=2375,q=70",4.0,500.0,400.0,67.188364,10.0,757.296056,False,4.05,0.0,0.0,0.945813,2375,70
"r=2375,q=75",4.0,500.0,400.0,56.271422,10.0,806.348579,False,4.37,0.0,0.0,0.929224,2375,75
"r=2375,q=80",4.0,500.0,400.0,47.448627,10.0,842.04792,False,4.83,0.0,0.0,0.902893,2375,80
"r=2375,q=85",4.0,500.0,400.0,40.473845,10.0,852.223335,False,5.63,0.0,0.0,0.842199,2375,85
"r=2375,q=90",4.0,500.0,400.0,35.291816,10.0,761.923283,False,8.42,0.0,0.0,0.613286,2375,90
"r=2375,q=95",4.0,500.0,400.0,31.833376,10.0,0.257301,False,14.69,0.0,0.0,0.355102,2375,95
"r=2375,q=100",4.0,500.0,400.0,29.127378,10.0,0.293,False,14.83,0.0,0.0,0.318059,2375,100
"r=2375,q=105",4.0,500.0,400.0,26.308277,10.0,0.40766,False,15.25,0.0,0.0,0.2654,2375,105
"r=2375,q=110",4.0,500.0,400.0,23.445404,10.0,0.330693,False,15.84,0.0,0.0,0.211987,2375,110
"r=2375,q=115",4.0,500.0,400.0,20.605223,10.0,0.288059,False,16.55,0.0,0.0,0.161836,2375,115
"r=2375,q=120",4.0,500.0,400.0,17.847919,10.0,0.003935,True,17.33,0.0,0.0,0.117138,2375,120
"r=2375,q=125",4.0,500.0,400.0,15.225758,10.0,0.015563,True,18.18,0.0,0.0,0.077558,2375,125
