case_name,navigation_ratio,missile_speed_mps,target_speed_mps,max_required_overload_g,max_actual_overload_g,miss_distance_m,intercepted,flight_time_s,noise_std_radps,target_normal_g,saturation_ratio,launch_radius_m,launch_angle_deg
"r=1500,q=340",4.0,500.0,400.0,1250.385686,10.0,90.469926,False,1.76,0.0,0.0,0.983051,1500,340
"r=1500,q=345",4.0,500.0,400.0,3349.012435,10.0,34.172441,False,1.73,0.0,0.0,0.988506,1500,345
"r=1500,q=350",4.0,500.0,400.0,16.88412,10.0,0.685722,False,1.7,0.0,0.0,0.432749,1500,350
"r=1500,q=355",4.0,500.0,400.0,8.517486,8.517486,1.852526,False,1.68,0.0,0.0,0.0,1500,355
"r=1625,q=0",4.0,500.0,400.0,0.0,0.0,4.0,False,1.82,0.0,0.0,0.0,1625,0
"r=1625,q=5",4.0,500.0,400.0,7.862295,7.862295,1.260834,False,1.82,0.0,0.0,0.0,1625,5
"r=1625,q=10",4.0,500.0,400.0,15.585342,10.0,0.241072,False,1.84,0.0,0.0,0.32973,1625,10
"r=1625,q=15",4.0,500.0,400.0,4778.606501,10.0,24.093654,False,1.87,0.0,0.0,0.989362,1625,15
"r=1625,q=20",4.0,500.0,400.0,1316.943589,10.0,84.950298,False,1.91,0.0,0.0,0.984375,1625,20
"r=1625,q=25",4.0,500.0,400.0,744.521326,10.0,145.169595,False,1.94,0.0,0.0,0.984615,1625,25
"r=1625,q=30",4.0,500.0,400.0,508.352173,10.0,204.84521,False,1.97,0.0,0.0,0.984848,1625,30
"r=1625,q=35",4.0,500.0,400.0,378.631641,10.0,263.734069,False,2.01,0.0,0.0,0.980198,1625,35
"r=1625,q=40",4.0,500.0,400.0,296.406838,10.0,321.707582,False,2.05,0.0,0.0,0.975728,1625,40
"r=1625,q=45",4.0,500.0,400.0,239.462615,10.0,378.570107,False,2.1,0.0,0.0,0.971564,1625,45
"r=1625,q=50",4.0,500.0,400.0,197.58424,10.0,434.129799,False,2.15,0.0,0.0,0.967593,1625,50
"r=1625,q=55",4.0,500.0,400.0,165.460687,10.0,488.224417,False,2.2,0.0,0.0,0.968326,1625,55
"r=1625,q=60",4.0,500.0,400.0,140.005954,10.0,540.602427,False,2.27,0.0,0.0,0.960526,1625,60
"r=1625,q=65",4.0,500.0,400.0,119.34764,10.0,591.012302,False,2.34,0.0,0.0,0.957447,1625,65
"r=1625,q=70",4.0,500.0,400.0,102.275617,10.0,639.145643,False,2.43,0.0,0.0,0.95082,1625,70
"r=1625,q=75",4.0,500.0,400.0,87.967535,10.0,684.606816,False,2.53,0.0,0.0,0.944882,1625,75
"r=1625,q=80",4.0,500.0,400.0,75.864534,10.0,726.88076,False,2.65,0.0,0.0,0.93609,1625,80
"r=1625,q=85",4.0,500.0,400.0,65.569952,10.0,765.218551,False,2.81,0.0,0.0,0.91844,1625,85
"r=1625,q=90",4.0,500.0,400.0,56.813557,10.0,798.46523,False,3.01,0.0,0.0,0.900662,1625,90
"r=1625,q=95",4.0,500.0,400.0,49.421839,10.0,824.602592,False,3.29,0.0,0.0,0.872727,1625,95
"r=1625,q=100",4.0,500.0,400.0,43.307831,10.0,839.406096,False,3.72,0.0,0.0,0.825737,1625,100
"r=1625,q=105",4.0,500.0,400.0,38.451759,10.0,830.866296,False,4.53,0.0,0.0,0.729075,1625,105
"r=1625,q=110",4.0,500.0,400.0,34.266359,10.0,702.909449,False,8.23,0.0,0.0,0.423544,1625,110
"r=1625,q=115",4.0,500.0,400.0,30.115326,10.0,0.332266,False,12.93,0.0,0.0,0.261206,1625,115
"r=1625,q=120",4.0,500.0,400.0,26.08542,10.0,0.153226,False,12.95,0.0,0.0,0.227623,1625,120
"r=1625,q=125",4.0,500.0,400.0,22.253031,10.0,0.114738,False,13.17,0.0,0.0,0.181335,1625,125
"r=1625,q=130",4.0,500.0,400.0,18.681017,10.0,0.41176,False,13.5,0.0,0.0,0.132494,1625,130
"r=1625,q=135",4.0,500.0,400.0,15.417195,10.0,0.070587,True,13.89,0.0,0.0,0.084953,1625,135
"r=1625,q=140",4.0,500.0,400.0,12.49335,10.0,0.000397,True,14.34,0.0,0.0,0.040446,1625,140
"r=1625,q=145",4.0,500.0,400.0,9.924789,9.924789,0.191755,False,14.83,0.0,0.0,0.0,1625,145
"r=1625,q=150",4.0,500.0,400.0,7.710427,7.710427,0.403586,False,15.27,0.0,0.0,0.0,1625,150
"r=1625,q=155",4.0,500.0,400.0,5.833429,5.833429,0.075866,True,15.6,0.0,0.0,0.0,1625,155
"r=1625,q=160",4.0,500.0,400.0,4.262356,4.262356,0.095209,True,15.86,0.0,0.0,0.0,1625,160
"r=1625,q=165",4.0,500.0,400.0,2.952799,2.952799,0.184034,False,16.06,0.0,0.0,0.0,1625,165
"r=1625,q=170",4.0,500.0,400.0,1.849426,1.849426,0.142261,False,16.18,0.0,0.0,0.0,1625,170
"r=1625,q=175",4.0,500.0,400.0,0.888388,0.888388,0.153645,False,16.24,0.0,0.0,0.0,1625,175
"r=1625,q=180",4.0,500.0,400.0,0.0,0.0,0.0,True,16.25,0.0,0.0,0.0,1625,180
"r=1625,q=185",4.0,500.0,400.0,0.888388,0.888388,0.153645,False,16.24,0.0,0.0,0.0,1625,185
"r=1625,q=190",4.0,500.0,400.0,1.849426,1.849426,0.142261,False,16.18,0.0,0.0,0.0,1625,190
"r=1625,q=195",4.0,500.0,400.0,2.952799,2.952799,0.184034,False,16.06,0.0,0.0,0.0,1625,195
"r=1625,q=200",4.0,500.0,400.0,4.262356,4.262356,0.095209,True,15.86,0.0,0.0,0.0,1625,200
"r=1625,q=205",4.0,500.0,400.0,5.833429,5.833429,0.075866,True,15.6,0.0,0.0,0.0,1625,205
"r=1625,q=210",4.0,500.0,400.0,7.710427,7.710427,0.403586,False,15.27,0.0,0.0,0.0,1625,210
"r=1625,q=215",4.0,500.0,400.0,9.924789,9.924789,0.191755,False,14.83,0.0,0.0,0.0,1625,215
"r=1625,q=220",4.0,500.0,400.0,12.49335,10.0,0.000397,True,14.34,0.0,0.0,0.040446,1625,220
"r=1625,q=225",4.0,500.0,400.0,15.417195,10.0,0.070587,True,13.89,0.0,0.0,0.084953,1625,225
"r=1625,q=230",4.0,500.0,400.0,18.681017,10.0,0.41176,False,13.5,0.0,0.0,0.132494,1625,230
"r=1625,q=235",4.0,500.0,400.0,22.253031,10.0,0.114738,False,13.17,0.0,0.0,0.181335,1625,235
"r=1625,q=240",4.0,500.0,400.0,26.08542,10.0,0.153226,False,12.95,0.0,0.0,0.227623,1625,240
"r=1625,q=245",4.0,500.0,400.0,30.115326,10.0,0.332266,False,12.93,0.0,0.0,0.261206,1625,245
"r=1625,q=250",4.0,500.0,400.0,34.266359,10.0,702.909449,False,8.23,0.0,0.0,0.423544,1625,250
"r=1625,q=255",4.0,500.0,400.0,38.451759,10.0,830.866296,False,4.53,0.0,0.0,0.729075,1625,255
"r=1625,q=260",4.0,500.0,400.0,43.307831,10.0,839.406096,False,3.72,0.0,0.0,0.825737,1625,260
"r=1625,q=265",4.0,500.0,400.0,49.421839,10.0,824.602592,False,3.29,0.0,0.0,0.872727,1625,265
"r=1625,q=270",4.0,500.0,400.0,56.813557,10.0,798.46523,False,3.01,0.0,0.0,0.900662,1625,270
"r=1625,q=275",4.0,500.0,400.0,65.569952,10.0,765.218551,False,2.81,0.0,0.0,0.91844,1625,275
"r=1625,q=280",4.0,500.0,400.0,75.864534,10.0,726.88076,False,2.65,0.0,0.0,0.93609,1625,280
"r=1625,q=285",4.0,500.0,400.0,87.967535,10.0,684.606816,False,2.53,0.0,0.0,0.944882,1625,285
"r=1625,q=290",4.0,500.0,400.0,102.275617,10.0,639.145643,False,2.43,0.0,0.0,0.95082,1625,290
"r=1625,q=295",4.0,500.0,400.0,119.34764,10.0,591.012302,False,2.34,0.0,0.0,0.957447,1625,295
"r=1625,q=300",4.0,500.0,400.0,140.005954,10.0,540.602427,False,2.27,0.0,0.0,0.960526,1625,300
"r=1625,q=305",4.0,500.0,400.0,165.460687,10.0,488.224417,False,2.2,0.0,0.0,0.968326,1625,305
"r=1625,q=310",4.0,500.0,400.0,197.58424,10.0,434.129799,False,2.15,0.0,0.0,0.967593,1625,310
"r=1625,q=315",4.0,500.0,400.0,239.462615,10.0,378.570107,False,2.1,0.0,0.0,0.971564,1625,315
"r=1625,q=320",4.0,500.0,400.0,296.406838,10.0,321.707582,False,2.05,0.0,0.0,0.975728,1625,320
"r=1625,q=325",4.0,500.0,400.0,378.631641,10.0,263.734069,False,2.01,0.0,0.0,0.980198,1625,325
"r=1625,q=330",4.0,500.0,400.0,508.352173,10.0,204.84521,False,1.97,0.0,0.0,0.984848,1625,330
"r=1625,q=335",4.0,500.0,400.0,744.521326,10.0,145.169595,False,1.94,0.0,0.0,0.984615,1625,335
"r=1625,q=340",4.0,500.0,400.0,1316.943589,10.0,84.950298,False,1.91,0.0,0.0,0.984375,1625,340
"r=1625,q=345",4.0,500.0,400.0,4778.606501,10.0,24.093654,False,1.87,0.0,0.0,0.989362,1625,345
"r=1625,q=350",4.0,500.0,400.0,15.585342,10.0,0.241072,False,1.84,0.0,0.0,0.32973,1625,350
"r=1625,q=355",4.0,500.0,400.0,7.862295,7.862295,1.260834,False,1.82,0.0,0.0,0.0,1625,355
"r=1750,q=0",4.0,500.0,400.0,0.0,0.0,4.0,False,1.96,0.0,0.0,0.0,1750,0
"r=1750,q=5",4.0,500.0,400.0,7.300703,7.300703,0.669147,False,1.96,0.0,0.0,0.0,1750,5
"r=1750,q=10",4.0,500.0,400.0,14.472103,10.0,0.242117,False,1.98,0.0,0.0,0.251256,1750,10
"r=1750,q=15",4.0,500.0,400.0,8455.292963,10.0,12.801123,False,2.02,0.0,0.0,0.990148,1750,15
"r=1750,q=20",4.0,500.0,400.0,1431.725416,10.0,77.355006,False,2.06,0.0,0.0,0.985507,1750,20
"r=1750,q=25",4.0,500.0,400.0,752.342975,10.0,141.881975,False,2.09,0.0,0.0,0.985714,1750,25
"r=1750,q=30",4.0,500.0,400.0,498.515101,10.0,205.813918,False,2.13,0.0,0.0,0.985981,1750,30
"r=1750,q=35",4.0,500.0,400.0,365.375852,10.0,268.879544,False,2.18,0.0,0.0,0.977169,1750,35
"r=1750,q=40",4.0,500.0,400.0,282.964298,10.0,330.932848,False,2.22,0.0,0.0,0.977578,1750,40
"r=1750,q=45",4.0,500.0,400.0,226.789945,10.0,391.723105,False,2.28,0.0,0.0,0.973799,1750,45
"r=1750,q=50",4.0,500.0,400.0,185.959123,10.0,451.086503,False,2.33,0.0,0.0,0.974359,1750,50
"r=1750,q=55",4.0,500.0,400.0,154.907496,10.0,508.772941,False,2.4,0.0,0.0,0.966805,1750,55
"r=1750,q=60",4.0,500.0,400.0,130.475775,10.0,564.520098,False,2.47,0.0,0.0,0.96371,1750,60
"r=1750,q=65",4.0,500.0,400.0,110.769808,10.0,618.009348,False,2.56,0.0,0.0,0.957198,1750,65
"r=1750,q=70",4.0,500.0,400.0,94.566903,10.0,668.853512,False,2.66,0.0,0.0,0.951311,1750,70
"r=1750,q=75",4.0,500.0,400.0,81.059146,10.0,716.538351,False,2.79,0.0,0.0,0.942857,1750,75
"r=1750,q=80",4.0,500.0,400.0,69.693738,10.0,760.357176,False,2.94,0.0,0.0,0.932203,1750,80
"r=1750,q=85",4.0,500.0,400.0,60.092177,10.0,799.256687,False,3.13,0.0,0.0,0.917197,1750,85
"r=1750,q=90",4.0,500.0,400.0,52.003498,10.0,831.452915,False,3.4,0.0,0.0,0.891496,1750,90
"r=1750,q=95",4.0,500.0,400.0,45.28246,10.0,853.492087,False,3.78,0.0,0.0,0.854881,1750,95
"r=1750,q=100",4.0,500.0,400.0,39.873001,10.0,856.67228,False,4.45,0.0,0.0,0.780269,1750,100
"r=1750,q=105",4.0,500.0,400.0,35.704091,10.0,801.347802,False,6.25,0.0,0.0,0.594249,1750,105
"r=1750,q=110",4.0,500.0,400.0,31.818762,10.0,0.337925,False,13.49,0.0,0.0,0.276296,1750,110
"r=1750,q=115",4.0,500.0,400.0,27.964232,10.0,0.386253,False,13.42,0.0,0.0,0.251675,1750,115
"r=1750,q=120",4.0,500.0,400.0,24.222175,10.0,0.180309,False,13.62,0.0,0.0,0.20763,1750,120
"r=1750,q=125",4.0,500.0,400.0,20.663529,10.0,0.32131,False,13.97,0.0,0.0,0.159514,1750,125
"r=1750,q=130",4.0,500.0,400.0,17.346659,10.0,0.18548,False,14.4,0.0,0.0,0.111728,1750,130
"r=1750,q=135",4.0,500.0,400.0,14.315966,10.0,0.163484,False,14.9,0.0,0.0,0.067069,1750,135
"r=1750,q=140",4.0,500.0,400.0,11.600968,10.0,0.199204,False,15.43,0.0,0.0,0.025907,1750,140
"r=1750,q=145",4.0,500.0,400.0,9.215875,9.215875,0.158834,False,15.97,0.0,0.0,0.0,1750,145
"r=1750,q=150",4.0,500.0,400.0,7.159682,7.159682,0.014179,True,16.43,0.0,0.0,0.0,1750,150
"r=1750,q=155",4.0,500.0,400.0,5.416755,5.416755,0.106275,False,16.82,0.0,0.0,0.0,1750,155
"r=1750,q=160",4.0,500.0,400.0,3.957902,3.957902,0.087095,True,17.08,0.0,0.0,0.0,1750,160
"r=1750,q=165",4.0,500.0,400.0,2.741885,2.741885,0.409975,False,17.29,0.0,0.0,0.0,1750,165
"r=1750,q=170",4.0,500.0,400.0,1.717324,1.717324,0.464901,False,17.42,0.0,0.0,0.0,1750,170
"r=1750,q=175",4.0,500.0,400.0,0.824932,0.824932,0.318462,False,17.49,0.0,0.0,0.0,1750,175
"r=1750,q=180",4.0,500.0,400.0,0.0,0.0,0.0,True,17.5,0.0,0.0,0.0,1750,180
"r=1750,q=185",4.0,500.0,400.0,0.824932,0.824932,0.318462,False,17.49,0.0,0.0,0.0,1750,185
"r=1750,q=190",4.0,500.0,400.0,1.717324,1.717324,0.464901,False,17.42,0.0,0.0,0.0,1750,190
"r=1750,q=195",4.0,500.0,400.0,2.741885,2.741885,0.409975,False,17.29,0.0,0.0,0.0,1750,195
"r=1750,q=200",4.0,500.0,400.0,3.957902,3.957902,0.087095,True,17.08,0.0,0.0,0.0,1750,200
"r=1750,q=205",4.0,500.0,400.0,5.416755,5.416755,0.106275,False,16.82,0.0,0.0,0.0,1750,205
"r=1750,q=210",4.0,500.0,400.0,7.159682,7.159682,0.014179,True,16.43,0.0,0.0,0.0,1750,210
"r=1750,q=215",4.0,500.0,400.0,9.215875,9.215875,0.158834,False,15.97,0.0,0.0,0.0,1750,215
"r=1750,q=220",4.0,500.0,400.0,11.600968,10.0,0.199204,False,15.43,0.0,0.0,0.025907,1750,220
"r=1750,q=225",4.0,500.0,400.0,14.315966,10.0,0.163484,False,14.9,0.0,0.0,0.067069,1750,225
"r=1750,q=230",4.0,500.0,400.0,17.346659,10.0,0.18548,False,14.4,0.0,0.0,0.111728,1750,230
"r=1750,q=235",4.0,500.0,400.0,20.663529,10.0,0.32131,False,13.97,0.0,0.0,0.159514,1750,235
"r=1750,q=240",4.0,500.0,400.0,24.222175,10.0,0.180309,False,13.62,0.0,0.0,0.20763,1750,240
"r=1750,q=245",4.0,500.0,400.0,27.964232,10.0,0.386253,False,13.42,0.0,0.0,0.251675,1750,245
"r=1750,q=250",4.0,500.0,400.0,31.818762,10.0,0.337925,False,13.49,0.0,0.0,0.276296,1750,250
"r=1750,q=255",4.0,500.0,400.0,35.704091,10.0,801.347802,False,6.25,0.0,0.0,0.594249,1750,255
"r=1750,q=260",4.0,500.0,400.0,39.873001,10.0,856.67228,False,4.45,0.0,0.0,0.780269,1750,260
"r=1750,q=265",4.0,500.0,400.0,45.28246,10.0,853.492087,False,3.78,0.0,0.0,0.854881,1750,265
"r=1750,q=270",4.0,500.0,400.0,52.003498,10.0,831.452915,False,3.4,0.0,0.0,0.891496,1750,270
"r=1750,q=275",4.0,500.0,400.0,60.092177,10.0,799.256687,False,3.13,0.0,0.0,0.917197,1750,275
"r=1750,q=280",4.0,500.0,400.0,69.693738,10.0,760.357176,False,2.94,0.0,0.0,0.932203,1750,280
"r=1750,q=285",4.0,500.0,400.0,81.059146,10.0,716.538351,False,2.79,0.0,0.0,0.942857,1750,285
"r=1750,q=290",4.0,500.0,400.0,94.566903,10.0,668.853512,False,2.66,0.0,0.0,0.951311,1750,290
"r=1750,q=295",4.0,500.0,400.0,110.769808,10.0,618.009348,False,2.56,0.0,0.0,0.957198,1750,295
"r=1750,q=300",4.0,500.0,400.0,130.475775,10.0,564.520098,False,2.47,0.0,0.0,0.96371,1750,300
"r=1750,q=305",4.0,500.0,400.0,154.907496,10.0,508.772941,False,2.4,0.0,0.0,0.966805,1750,305
"r=1750,q=310",4.0,500.0,400.0,185.959123,10.0,451.086503,False,2.33,0.0,0.0,0.974359,1750,310
"r=1750,q=315",4.0,500.0,400.0,226.789945,10.0,391.723105,False,2.28,0.0,0.0,0.973799,1750,315
"r=1750,q=320",4.0,500.0,400.0,282.964298,10.0,330.932848,False,2.22,0.0,0.0,0.977578,1750,320
"r=1750,q=325",4.0,500.0,400.0,365.375852,10.0,268.879544,False,2.18,0.0,0.0,0.977169,1750,325
"r=1750,q=330",4.0,500.0,400.0,498.515101,10.0,205.813918,False,2.13,0.0,0.0,0.985981,1750,330
"r=1750,q=335",4.0,500.0,400.0,752.342975,10.0,141.881975,False,2.09,0.0,0.0,0.985714,1750,335
"r=1750,q=340",4.0,500.0,400.0,1431.725416,10.0,77.355006,False,2.06,0.0,0.0,0.985507,1750,340
"r=1750,q=345",4.0,500.0,400.0,8455.292963,10.0,12.801123,False,2.02,0.0,0.0,0.990148,1750,345
"r=1750,q=350",4.0,500.0,400.0,14.472103,10.0,0.242117,False,1.98,0.0,0.0,0.251256,1750,350
"r=1750,q=355",4.0,500.0,400.0,7.300703,7.300703,0.669147,False,1.96,0.0,0.0,0.0,1750,355
"r=1875,q=0",4.0,500.0,400.0,0.0,0.0,3.0,False,2.09,0.0,0.0,0.0,1875,0
"r=1875,q=5",4.0,500.0,400.0,6.813989,6.813989,0.077464,True,2.09,0.0,0.0,0.0,1875,5
"r=1875,q=10",4.0,500.0,400.0,13.507296,10.0,0.753193,False,2.12,0.0,0.0,0.192488,1875,10
"r=1875,q=15",4.0,500.0,400.0,19.962249,10.0,0.352335,False,2.16,0.0,0.0,0.866359,1875,15
"r=1875,q=20",4.0,500.0,400.0,1615.784965,10.0,67.675486,False,2.21,0.0,0.0,0.986486,1875,20
"r=1875,q=25",4.0,500.0,400.0,771.915128,10.0,136.454333,False,2.25,0.0,0.0,0.986726,1875,25
"r=1875,q=30",4.0,500.0,400.0,493.996814,10.0,204.561904,False,2.29,0.0,0.0,0.986957,1875,30
"r=1875,q=35",4.0,500.0,400.0,355.434608,10.0,271.700435,False,2.34,0.0,0.0,0.982979,1875,35
"r=1875,q=40",4.0,500.0,400.0,272.000853,10.0,337.703224,False,2.4,0.0,0.0,0.979253,1875,40
"r=1875,q=45",4.0,500.0,400.0,216.134991,10.0,402.341291,False,2.46,0.0,0.0,0.975709,1875,45
"r=1875,q=50",4.0,500.0,400.0,176.028006,10.0,465.353308,False,2.53,0.0,0.0,0.972441,1875,50
"r=1875,q=55",4.0,500.0,400.0,145.805764,10.0,526.475484,False,2.6,0.0,0.0,0.969349,1875,55
"r=1875,q=60",4.0,500.0,400.0,122.206346,10.0,585.389225,False,2.69,0.0,0.0,0.962963,1875,60
"r=1875,q=65",4.0,500.0,400.0,103.286566,10.0,641.707446,False,2.79,0.0,0.0,0.957143,1875,65
"r=1875,q=70",4.0,500.0,400.0,87.817981,10.0,694.927908,False,2.91,0.0,0.0,0.952055,1875,70
"r=1875,q=75",4.0,500.0,400.0,74.991947,10.0,744.384475,False,3.06,0.0,0.0,0.941368,1875,75
"r=1875,q=80",4.0,500.0,400.0,64.265338,10.0,789.096536,False,3.25,0.0,0.0,0.92638,1875,80
"r=1875,q=85",4.0,500.0,400.0,55.274319,10.0,827.510492,False,3.49,0.0,0.0,0.911429,1875,85
"r=1875,q=90",4.0,500.0,400.0,47.792409,10.0,856.768202,False,3.84,0.0,0.0,0.880519,1875,90
"r=1875,q=95",4.0,500.0,400.0,41.706972,10.0,870.412311,False,4.4,0.0,0.0,0.823129,1875,95
"r=1875,q=100",4.0,500.0,400.0,36.988818,10.0,846.092121,False,5.6,0.0,0.0,0.698752,1875,100
"r=1875,q=105",4.0,500.0,400.0,33.323818,10.0,0.214763,False,14.1,0.0,0.0,0.287739,1875,105
"r=1875,q=110",4.0,500.0,400.0,29.697511,10.0,0.029327,True,13.8,0.0,0.0,0.276812,1875,110
"r=1875,q=115",4.0,500.0,400.0,26.09995,10.0,0.009529,True,13.97,0.0,0.0,0.235505,1875,115
"r=1875,q=120",4.0,500.0,400.0,22.607364,10.0,0.371591,False,14.33,0.0,0.0,0.18689,1875,120
"r=1875,q=125",4.0,500.0,400.0,19.285961,10.0,0.369354,False,14.79,0.0,0.0,0.139189,1875,125
"r=1875,q=130",4.0,500.0,400.0,16.190215,10.0,0.482614,False,15.32,0.0,0.0,0.093933,1875,130
"r=1875,q=135",4.0,500.0,400.0,13.361569,10.0,0.416492,False,15.9,0.0,0.0,0.052168,1875,135
"r=1875,q=140",4.0,500.0,400.0,10.82757,10.0,0.394993,False,16.51,0.0,0.0,0.013317,1875,140
"r=1875,q=145",4.0,500.0,400.0,8.601484,8.601484,0.125903,False,17.11,0.0,0.0,0.0,1875,145
"r=1875,q=150",4.0,500.0,400.0,6.68237,6.68237,0.37524,False,17.62,0.0,0.0,0.0,1875,150
"r=1875,q=155",4.0,500.0,400.0,5.055638,5.055638,0.136688,False,18.02,0.0,0.0,0.0,1875,155
"r=1875,q=160",4.0,500.0,400.0,3.694042,3.694042,0.078978,True,18.3,0.0,0.0,0.0,1875,160
"r=1875,q=165",4.0,500.0,400.0,2.559093,2.559093,0.001973,True,18.51,0.0,0.0,0.0,1875,165
"r=1875,q=170",4.0,500.0,400.0,1.602836,1.602836,0.213581,False,18.66,0.0,0.0,0.0,1875,170
"r=1875,q=175",4.0,500.0,400.0,0.769936,0.769936,0.483278,False,18.74,0.0,0.0,0.0,1875,175
"r=1875,q=180",4.0,500.0,400.0,0.0,0.0,0.0,True,18.75,0.0,0.0,0.0,1875,180
"r=1875,q=185",4.0,500.0,400.0,0.769936,0.769936,0.483278,False,18.74,0.0,0.0,0.0,1875,185
"r=1875,q=190",4.0,500.0,400.0,1.602836,1.602836,0.213581,False,18.66,0.0,0.0,0.0,1875,190
"r=1875,q=195",4.0,500.0,400.0,2.559093,2.559093,0.001973,True,18.51,0.0,0.0,0.0,1875,195
"r=1875,q=200",4.0,500.0,400.0,3.694042,3.694042,0.078978,True,18.3,0.0,0.0,0.0,1875,200
"r=1875,q=205",4.0,500.0,400.0,5.055638,5.055638,0.136688,False,18.02,0.0,0.0,0.0,1875,205
"r=1875,q=210",4.0,500.0,400.0,6.68237,6.68237,0.37524,False,17.62,0.0,0.0,0.0,1875,210
"r=1875,q=215",4.0,500.0,400.0,8.601484,8.601484,0.125903,False,17.11,0.0,0.0,0.0,1875,215
"r=1875,q=220",4.0,500.0,400.0,10.82757,10.0,0.394993,False,16.51,0.0,0.0,0.013317,1875,220
"r=1875,q=225",4.0,500.0,400.0,13.361569,10.0,0.416492,False,15.9,0.0,0.0,0.052168,1875,225
"r=1875,q=230",4.0,500.0,400.0,16.190215,10.0,0.482614,False,15.32,0.0,0.0,0.093933,1875,230
"r=1875,q=235",4.0,500.0,400.0,19.285961,10.0,0.369354,False,14.79,0.0,0.0,0.139189,1875,235
"r=1875,q=240",4.0,500.0,400.0,22.607364,10.0,0.371591,False,14.33,0.0,0.0,0.18689,1875,240
"r=1875,q=245",4.0,500.0,400.0,26.09995,10.0,0.009529,True,13.97,0.0,0.0,0.235505,1875,245
"r=1875,q=250",4.0,500.0,400.0,29.697511,10.0,0.029327,True,13.8,0.0,0.0,0.276812,1875,250
"r=1875,q=255",4.0,500.0,400.0,33.323818,10.0,0.214763,False,14.1,0.0,0.0,0.287739,1875,255
"r=1875,q=260",4.0,500.0,400.0,36.988818,10.0,846.092121,False,5.6,0.0,0.0,0.698752,1875,260
"r=1875,q=265",4.0,500.0,400.0,41.706972,10.0,870.412311,False,4.4,0.0,0.0,0.823129,1875,265
"r=1875,q=270",4.0,500.0,400.0,47.792409,10.0,856.768202,False,3.84,0.0,0.0,0.880519,1875,270
"r=1875,q=275",4.0,500.0,400.0,55.274319,10.0,827.510492,False,3.49,0.0,0.0,0.911429,1875,275
"r=1875,q=280",4.0,500.0,400.0,64.265338,10.0,789.096536,False,3.25,0.0,0.0,0.92638,1875,280
"r=1875,q=285",4.0,500.0,400.0,74.991947,10.0,744.384475,False,3.06,0.0,0.0,0.941368,1875,285
"r=1875,q=290",4.0,500.0,400.0,87.817981,10.0,694.927908,False,2.91,0.0,0.0,0.952055,1875,290
"r=1875,q=295",4.0,500.0,400.0,103.286566,10.0,641.707446,False,2.79,0.0,0.0,0.957143,1875,295
"r=1875,q=300",4.0,500.0,400.0,122.206346,10.0,585.389225,False,2.69,0.0,0.0,0.962963,1875,300
"r=1875,q=305",4.0,500.0,400.0,145.805764,10.0,526.475484,False,2.6,0.0,0.0,0.969349,1875,305
"r=1875,q=310",4.0,500.0,400.0,176.028006,10.0,465.353308,False,2.53,0.0,0.0,0.972441,1875,310
"r=1875,q=315",4.0,500.0,400.0,216.134991,10.0,402.341291,False,2.46,0.0,0.0,0.975709,1875,315
"r=1875,q=320",4.0,500.0,400.0,272.000853,10.0,337.703224,False,2.4,0.0,0.0,0.979253,1875,320
"r=1875,q=325",4.0,500.0,400.0,355.434608,10.0,271.700435,False,2.34,0.0,0.0,0.982979,1875,325
"r=1875,q=330",4.0,500.0,400.0,493.996814,10.0,204.561904,False,2.29,0.0,0.0,0.986957,1875,330
"r=1875,q=335",4.0,500.0,400.0,771.915128,10.0,136.454333,False,2.25,0.0,0.0,0.986726,1875,335
"r=1875,q=340",4.0,500.0,400.0,1615.784965,10.0,67.675486,False,2.21,0.0,0.0,0.986486,1875,340
"r=1875,q=345",4.0,500.0,400.0,19.962249,10.0,0.352335,False,2.16,0.0,0.0,0.866359,1875,345
"r=1875,q=350",4.0,500.0,400.0,13.507296,10.0,0.753193,False,2.12,0.0,0.0,0.192488,1875,350
"r=1875,q=355",4.0,500.0,400.0,6.813989,6.813989,0.077464,True,2.09,0.0,0.0,0.0,1875,355
"r=2000,q=0",4.0,500.0,400.0,0.0,0.0,2.0,False,2.23,0.0,0.0,0.0,2000,0
"r=2000,q=5",4.0,500.0,400.0,6.388115,6.388115,0.514216,False,2.24,0.0,0.0,0.0,2000,5
"r=2000,q=10",4.0,500.0,400.0,12.66309,10.0,1.287065,False,2.26,0.0,0.0,0.140969,2000,10
"r=2000,q=15",4.0,500.0,400.0,18.714609,10.0,1.993575,False,2.3,0.0,0.0,0.619048,2000,15
"r=2000,q=20",4.0,500.0,400.0,1932.924446,10.0,55.890101,False,2.35,0.0,0.0,0.991525,2000,20
"r=2000,q=25",4.0,500.0,400.0,805.339401,10.0,128.842917,False,2.4,0.0,0.0,0.987552,2000,25
"r=2000,q=30",4.0,500.0,400.0,494.747303,10.0,201.058305,False,2.46,0.0,0.0,0.983806,2000,30
"r=2000,q=35",4.0,500.0,400.0,348.3951,10.0,272.173596,False,2.51,0.0,0.0,0.984127,2000,35
"r=2000,q=40",4.0,500.0,400.0,263.141456,10.0,342.029599,False,2.57,0.0,0.0,0.98062,2000,40
"r=2000,q=45",4.0,500.0,400.0,207.148148,10.0,410.344469,False,2.64,0.0,0.0,0.977358,2000,45
"r=2000,q=50",4.0,500.0,400.0,167.479042,10.0,476.850977,False,2.72,0.0,0.0,0.974359,2000,50
