case_name,missile_speed_mps,target_speed_mps,initial_range_m,initial_los_deg,max_required_overload_g,max_actual_overload_g,miss_distance_m,intercepted,flight_time_s,saturation_ratio
"R=2750,q=140",408.0,272.0,2750,140,4133.719505,20.0,183.60157,False,5.11,0.246094
"R=2750,q=145",408.0,272.0,2750,145,4383.181158,20.0,162.197295,False,4.82,0.223602
"R=2750,q=150",408.0,272.0,2750,150,4674.94925,20.0,136.804517,False,4.6,0.201735
"R=2750,q=155",408.0,272.0,2750,155,5029.738209,20.0,109.636429,False,4.43,0.18018
"R=2750,q=160",408.0,272.0,2750,160,5522.268087,20.0,82.304088,False,4.3,0.155452
"R=2750,q=165",408.0,272.0,2750,165,6166.206362,20.0,56.057229,False,4.2,0.128266
"R=2750,q=170",408.0,272.0,2750,170,6665.803771,20.0,32.251248,False,4.12,0.096852
"R=2750,q=175",408.0,272.0,2750,175,7851.784949,20.0,12.223467,False,4.07,0.058824
"R=2750,q=180",408.0,272.0,2750,180,0.0,0.0,2.8,True,4.04,0.0
"R=3000,q=0",408.0,272.0,3000,0,0.0,0.0,3.92,True,22.03,0.0
"R=3000,q=5",408.0,272.0,3000,5,0.328913,0.328913,4.796745,True,21.99,0.0
"R=3000,q=10",408.0,272.0,3000,10,0.65533,0.65533,4.741708,True,21.89,0.0
"R=3000,q=15",408.0,272.0,3000,15,0.976773,0.976773,3.858813,True,21.73,0.0
"R=3000,q=20",408.0,272.0,3000,20,1.290802,1.290802,3.680385,True,21.5,0.0
"R=3000,q=25",408.0,272.0,3000,25,1.595031,1.595031,4.445843,True,21.2,0.0
"R=3000,q=30",408.0,272.0,3000,30,1.887152,1.887152,3.739873,True,20.85,0.0
"R=3000,q=35",408.0,272.0,3000,35,2.164944,2.164944,4.650114,True,20.43,0.0
"R=3000,q=40",408.0,272.0,3000,40,2.426295,2.426295,4.884354,True,19.96,0.0
"R=3000,q=45",408.0,272.0,3000,45,2.679388,2.679388,4.927281,True,19.44,0.0
"R=3000,q=50",408.0,272.0,3000,50,2.954194,2.954194,3.956791,True,18.88,0.0
"R=3000,q=55",408.0,272.0,3000,55,3.258627,3.258627,3.919894,True,18.27,0.0
"R=3000,q=60",408.0,272.0,3000,60,3.600083,3.600083,4.088246,True,17.62,0.0
"R=3000,q=65",408.0,272.0,3000,65,3.987395,3.987395,3.773344,True,16.94,0.0
"R=3000,q=70",408.0,272.0,3000,70,4.431374,4.431374,3.681414,True,16.23,0.0
"R=3000,q=75",408.0,272.0,3000,75,4.945509,4.945509,4.548036,True,15.49,0.0
"R=3000,q=80",408.0,272.0,3000,80,5.546932,5.546932,4.412548,True,14.74,0.0
"R=3000,q=85",408.0,272.0,3000,85,6.257752,6.257752,4.052264,True,13.98,0.0
"R=3000,q=90",408.0,272.0,3000,90,7.106962,7.106962,4.25656,True,13.21,0.0
"R=3000,q=95",408.0,272.0,3000,95,8.133191,8.133191,4.460867,True,12.44,0.0
"R=3000,q=100",408.0,272.0,3000,100,9.388836,9.388836,4.100617,True,11.68,0.0
"R=3000,q=105",408.0,272.0,3000,105,10.946339,10.946339,3.96519,True,10.93,0.0
"R=3000,q=110",408.0,272.0,3000,110,12.90796,12.90796,4.831907,True,10.19,0.0
"R=3000,q=115",408.0,272.0,3000,115,15.421492,15.421492,4.740113,True,9.48,0.0
"R=3000,q=120",408.0,272.0,3000,120,18.706468,18.706468,4.425405,True,8.8,0.0
"R=3000,q=125",408.0,272.0,3000,125,9149.074815,20.0,5.330362,False,8.33,0.365707
"R=3000,q=130",408.0,272.0,3000,130,10004.25722,20.0,77.631388,False,8.8,0.455165
"R=3000,q=135",408.0,272.0,3000,135,3859.562957,20.0,198.132036,False,6.1,0.261866
"R=3000,q=140",408.0,272.0,3000,140,4015.236903,20.0,188.543697,False,5.61,0.234875
"R=3000,q=145",408.0,272.0,3000,145,4294.389433,20.0,168.062436,False,5.28,0.21172
"R=3000,q=150",408.0,272.0,3000,150,4708.841895,20.0,142.467487,False,5.04,0.192079
"R=3000,q=155",408.0,272.0,3000,155,4965.325129,20.0,114.531069,False,4.84,0.169072
"R=3000,q=160",408.0,272.0,3000,160,5604.592856,20.0,86.145517,False,4.7,0.14862
"R=3000,q=165",408.0,272.0,3000,165,5997.97267,20.0,58.725639,False,4.58,0.119826
"R=3000,q=170",408.0,272.0,3000,170,6990.01298,20.0,33.692124,False,4.5,0.090909
"R=3000,q=175",408.0,272.0,3000,175,7863.930712,20.0,12.826358,False,4.44,0.05618
"R=3000,q=180",408.0,272.0,3000,180,0.0,0.0,1.2,True,4.41,0.0
"R=3250,q=0",408.0,272.0,3250,0,0.0,0.0,3.68,True,23.87,0.0
"R=3250,q=5",408.0,272.0,3250,5,0.303602,0.303602,4.176214,True,23.83,0.0
"R=3250,q=10",408.0,272.0,3250,10,0.604899,0.604899,4.342483,True,23.72,0.0
"R=3250,q=15",408.0,272.0,3250,15,0.901603,0.901603,4.291394,True,23.54,0.0
"R=3250,q=20",408.0,272.0,3250,20,1.191463,1.191463,4.209645,True,23.29,0.0
"R=3250,q=25",408.0,272.0,3250,25,1.472276,1.472276,4.356618,True,22.97,0.0
"R=3250,q=30",408.0,272.0,3250,30,1.741909,1.741909,3.702409,True,22.59,0.0
"R=3250,q=35",408.0,272.0,3250,35,1.998314,1.998314,4.005311,True,22.14,0.0
"R=3250,q=40",408.0,272.0,3250,40,2.239543,2.239543,4.368789,True,21.63,0.0
"R=3250,q=45",408.0,272.0,3250,45,2.473152,2.473152,3.957948,True,21.07,0.0
"R=3250,q=50",408.0,272.0,3250,50,2.726805,2.726805,4.715539,True,20.45,0.0
"R=3250,q=55",408.0,272.0,3250,55,3.007805,3.007805,4.557522,True,19.79,0.0
"R=3250,q=60",408.0,272.0,3250,60,3.322979,3.322979,4.168227,True,19.09,0.0
"R=3250,q=65",408.0,272.0,3250,65,3.680481,3.680481,4.275148,True,18.35,0.0
"R=3250,q=70",408.0,272.0,3250,70,4.090285,4.090285,4.283403,True,17.58,0.0
"R=3250,q=75",408.0,272.0,3250,75,4.564845,4.564845,4.989912,True,16.78,0.0
"R=3250,q=80",408.0,272.0,3250,80,5.119977,5.119977,4.497333,True,15.97,0.0
"R=3250,q=85",408.0,272.0,3250,85,5.776086,5.776086,3.6478,True,15.15,0.0
"R=3250,q=90",408.0,272.0,3250,90,6.559928,6.559928,4.656517,True,14.31,0.0
"R=3250,q=95",408.0,272.0,3250,95,7.507167,7.507167,4.305244,True,13.48,0.0
"R=3250,q=100",408.0,272.0,3250,100,8.666173,8.666173,4.815743,True,12.65,0.0
"R=3250,q=105",408.0,272.0,3250,105,10.103796,10.103796,4.323221,True,11.84,0.0
"R=3250,q=110",408.0,272.0,3250,110,11.914422,11.914422,3.669816,True,11.05,0.0
"R=3250,q=115",408.0,272.0,3250,115,14.234484,14.234484,3.678197,True,10.28,0.0
"R=3250,q=120",408.0,272.0,3250,120,17.266682,17.266682,3.785297,True,9.54,0.0
"R=3250,q=125",408.0,272.0,3250,125,195.791711,20.0,4.887421,True,8.85,0.19661
"R=3250,q=130",408.0,272.0,3250,130,9920.344405,20.0,49.017766,False,8.98,0.403782
"R=3250,q=135",408.0,272.0,3250,135,3906.604938,20.0,196.800338,False,6.74,0.259259
"R=3250,q=140",408.0,272.0,3250,140,3982.201857,20.0,192.525395,False,6.13,0.224756
"R=3250,q=145",408.0,272.0,3250,145,4268.586456,20.0,173.386102,False,5.75,0.203125
"R=3250,q=150",408.0,272.0,3250,150,4602.50047,20.0,147.760118,False,5.47,0.182482
"R=3250,q=155",408.0,272.0,3250,155,5055.096415,20.0,119.178735,False,5.26,0.16129
"R=3250,q=160",408.0,272.0,3250,160,5430.569406,20.0,89.82163,False,5.09,0.139216
"R=3250,q=165",408.0,272.0,3250,165,5837.530247,20.0,61.314476,False,4.96,0.112676
"R=3250,q=170",408.0,272.0,3250,170,6620.726104,20.0,35.292048,False,4.87,0.086066
"R=3250,q=175",408.0,272.0,3250,175,7874.849065,20.0,13.417748,False,4.81,0.053942
"R=3250,q=180",408.0,272.0,3250,180,0.0,0.0,0.4,True,4.78,0.0
"R=3500,q=0",408.0,272.0,3500,0,0.0,0.0,4.8,True,25.7,0.0
"R=3500,q=5",408.0,272.0,3500,5,0.281907,0.281907,4.915684,True,25.66,0.0
"R=3500,q=10",408.0,272.0,3500,10,0.561674,0.561674,3.943258,True,25.55,0.0
"R=3500,q=15",408.0,272.0,3500,15,0.837176,0.837176,4.723976,True,25.35,0.0
"R=3500,q=20",408.0,272.0,3500,20,1.106321,1.106321,4.738905,True,25.08,0.0
"R=3500,q=25",408.0,272.0,3500,25,1.367065,1.367065,4.267394,True,24.74,0.0
"R=3500,q=30",408.0,272.0,3500,30,1.617426,1.617426,3.664945,True,24.33,0.0
"R=3500,q=35",408.0,272.0,3500,35,1.855502,1.855502,4.72051,True,23.84,0.0
"R=3500,q=40",408.0,272.0,3500,40,2.079484,2.079484,3.853226,True,23.3,0.0
"R=3500,q=45",408.0,272.0,3500,45,2.296395,2.296395,4.348617,True,22.69,0.0
"R=3500,q=50",408.0,272.0,3500,50,2.53192,2.53192,4.114288,True,22.03,0.0
"R=3500,q=55",408.0,272.0,3500,55,2.792837,2.792837,3.835152,True,21.32,0.0
"R=3500,q=60",408.0,272.0,3500,60,3.085486,3.085486,4.248211,True,20.56,0.0
"R=3500,q=65",408.0,272.0,3500,65,3.417436,3.417436,4.776956,True,19.76,0.0
"R=3500,q=70",408.0,272.0,3500,70,3.797951,3.797951,4.885395,True,18.93,0.0
"R=3500,q=75",408.0,272.0,3500,75,4.238595,4.238595,4.071791,True,18.08,0.0
"R=3500,q=80",408.0,272.0,3500,80,4.754051,4.754051,4.582122,True,17.2,0.0
"R=3500,q=85",408.0,272.0,3500,85,5.363268,5.363268,4.603342,True,16.31,0.0
"R=3500,q=90",408.0,272.0,3500,90,6.091087,6.091087,3.69648,True,15.42,0.0
"R=3500,q=95",408.0,272.0,3500,95,6.970627,6.970627,4.149627,True,14.52,0.0
"R=3500,q=100",408.0,272.0,3500,100,8.046793,8.046793,4.170877,True,13.63,0.0
"R=3500,q=105",408.0,272.0,3500,105,9.381666,9.381666,4.68126,True,12.75,0.0
"R=3500,q=110",408.0,272.0,3500,110,11.062896,11.062896,3.867736,True,11.9,0.0
"R=3500,q=115",408.0,272.0,3500,115,13.217153,13.217153,3.976293,True,11.07,0.0
"R=3500,q=120",408.0,272.0,3500,120,16.032603,16.032603,4.505204,True,10.27,0.0
"R=3500,q=125",408.0,272.0,3500,125,19.797622,19.797622,4.918501,True,9.51,0.0
"R=3500,q=130",408.0,272.0,3500,130,10224.963015,20.0,16.817214,False,9.22,0.355363
"R=3500,q=135",408.0,272.0,3500,135,4065.898746,20.0,191.907784,False,7.46,0.263722
"R=3500,q=140",408.0,272.0,3500,140,3906.699861,20.0,195.504551,False,6.65,0.216216
"R=3500,q=145",408.0,272.0,3500,145,4216.798465,20.0,178.175403,False,6.22,0.194222
"R=3500,q=150",408.0,272.0,3500,150,4488.815606,20.0,152.718759,False,5.9,0.172589
"R=3500,q=155",408.0,272.0,3500,155,4967.849592,20.0,123.602901,False,5.67,0.153169
"R=3500,q=160",408.0,272.0,3500,160,5262.490601,20.0,93.397276,False,5.48,0.131148
"R=3500,q=165",408.0,272.0,3500,165,6044.371934,20.0,63.837871,False,5.35,0.108209
"R=3500,q=170",408.0,272.0,3500,170,6911.467756,20.0,36.717287,False,5.25,0.081749
"R=3500,q=175",408.0,272.0,3500,175,7884.122863,20.0,14.007329,False,5.18,0.050096
"R=3500,q=180",408.0,272.0,3500,180,0.0,0.0,4.8,True,5.14,0.0
"R=3750,q=0",408.0,272.0,3750,0,0.0,0.0,4.56,True,27.54,0.0
"R=3750,q=5",408.0,272.0,3750,5,0.263107,0.263107,4.295154,True,27.5,0.0
"R=3750,q=10",408.0,272.0,3750,10,0.524215,0.524215,4.904032,True,27.37,0.0
"R=3750,q=15",408.0,272.0,3750,15,0.781343,0.781343,3.796557,True,27.17,0.0
"R=3750,q=20",408.0,272.0,3750,20,1.032536,1.032536,3.908166,True,26.88,0.0
"R=3750,q=25",408.0,272.0,3750,25,1.275888,1.275888,4.17817,True,26.51,0.0
"R=3750,q=30",408.0,272.0,3750,30,1.509548,1.509548,4.987481,True,26.06,0.0
"R=3750,q=35",408.0,272.0,3750,35,1.731741,1.731741,4.075709,True,25.55,0.0
"R=3750,q=40",408.0,272.0,3750,40,1.940778,1.940778,4.697664,True,24.96,0.0
"R=3750,q=45",408.0,272.0,3750,45,2.143219,2.143219,4.739287,True,24.31,0.0
"R=3750,q=50",408.0,272.0,3750,50,2.363033,2.363033,4.873039,True,23.6,0.0
"R=3750,q=55",408.0,272.0,3750,55,2.606547,2.606547,4.472783,True,22.84,0.0
"R=3750,q=60",408.0,272.0,3750,60,2.879675,2.879675,4.328197,True,22.03,0.0
"R=3750,q=65",408.0,272.0,3750,65,3.189483,3.189483,3.918765,True,21.18,0.0
"R=3750,q=70",408.0,272.0,3750,70,3.544617,3.544617,4.127391,True,20.29,0.0
"R=3750,q=75",408.0,272.0,3750,75,3.955869,3.955869,4.513674,True,19.37,0.0
"R=3750,q=80",408.0,272.0,3750,80,4.436943,4.436943,4.666915,True,18.43,0.0
"R=3750,q=85",408.0,272.0,3750,85,5.005521,5.005521,4.198888,True,17.48,0.0
"R=3750,q=90",408.0,272.0,3750,90,5.684796,5.684796,4.096448,True,16.52,0.0
"R=3750,q=95",408.0,272.0,3750,95,6.505666,6.505666,3.994016,True,15.56,0.0
"R=3750,q=100",408.0,272.0,3750,100,7.510055,7.510055,4.886017,True,14.6,0.0
"R=3750,q=105",408.0,272.0,3750,105,8.755891,8.755891,3.679307,True,13.67,0.0
"R=3750,q=110",408.0,272.0,3750,110,10.324966,10.324966,4.065665,True,12.75,0.0
"R=3750,q=115",408.0,272.0,3750,115,12.335516,12.335516,4.2744,True,11.86,0.0
"R=3750,q=120",408.0,272.0,3750,120,14.963205,14.963205,3.865124,True,11.01,0.0
"R=3750,q=125",408.0,272.0,3750,125,18.477096,18.477096,3.720759,True,10.2,0.0
"R=3750,q=130",408.0,272.0,3750,130,8123.057296,20.0,7.853646,False,9.62,0.318795
"R=3750,q=135",408.0,272.0,3750,135,9986.038633,20.0,87.486721,False,10.17,0.408644
"R=3750,q=140",408.0,272.0,3750,140,3888.871989,20.0,197.416307,False,7.19,0.211111
"R=3750,q=145",408.0,272.0,3750,145,4144.0076,20.0,182.466188,False,6.69,0.186567
"R=3750,q=150",408.0,272.0,3750,150,4471.192471,20.0,157.388239,False,6.34,0.166929
"R=3750,q=155",408.0,272.0,3750,155,4876.712333,20.0,127.824897,False,6.08,0.146141
"R=3750,q=160",408.0,272.0,3750,160,5318.792185,20.0,96.753715,False,5.88,0.125637
"R=3750,q=165",408.0,272.0,3750,165,5885.724059,20.0,66.304517,False,5.73,0.102787
"R=3750,q=170",408.0,272.0,3750,170,6569.721852,20.0,38.142507,False,5.62,0.078153
"R=3750,q=175",408.0,272.0,3750,175,7892.611926,20.0,14.58413,False,5.55,0.048561
"R=3750,q=180",408.0,272.0,3750,180,0.0,0.0,3.2,True,5.51,0.0
"R=4000,q=0",408.0,272.0,4000,0,0.0,0.0,4.32,True,29.38,0.0
"R=4000,q=5",408.0,272.0,4000,5,0.246657,0.246657,3.674623,True,29.34,0.0
"R=4000,q=10",408.0,272.0,4000,10,0.49144,0.49144,4.504807,True,29.2,0.0
"R=4000,q=15",408.0,272.0,4000,15,0.732491,0.732491,4.229139,True,28.98,0.0
"R=4000,q=20",408.0,272.0,4000,20,0.967978,0.967978,4.437426,True,28.67,0.0
"R=4000,q=25",408.0,272.0,4000,25,1.196112,1.196112,4.088947,True,28.28,0.0
"R=4000,q=30",408.0,272.0,4000,30,1.41516,1.41516,4.950019,True,27.8,0.0
"R=4000,q=35",408.0,272.0,4000,35,1.623457,1.623457,4.790909,True,27.25,0.0
"R=4000,q=40",408.0,272.0,4000,40,1.819419,1.819419,4.182102,True,26.63,0.0
"R=4000,q=45",408.0,272.0,4000,45,2.009199,2.009199,3.769958,True,25.94,0.0
"R=4000,q=50",408.0,272.0,4000,50,2.215269,2.215269,4.271792,True,25.18,0.0
"R=4000,q=55",408.0,272.0,4000,55,2.443554,2.443554,3.750416,True,24.37,0.0
"R=4000,q=60",408.0,272.0,4000,60,2.699603,2.699603,4.408185,True,23.5,0.0
"R=4000,q=65",408.0,272.0,4000,65,2.990038,2.990038,4.420577,True,22.59,0.0
"R=4000,q=70",408.0,272.0,4000,70,3.322966,3.322966,4.729389,True,21.64,0.0
"R=4000,q=75",408.0,272.0,4000,75,3.708501,3.708501,4.95556,True,20.66,0.0
"R=4000,q=80",408.0,272.0,4000,80,4.159492,4.159492,4.751711,True,19.66,0.0
"R=4000,q=85",408.0,272.0,4000,85,4.692518,4.692518,3.794438,True,18.65,0.0
"R=4000,q=90",408.0,272.0,4000,90,5.329316,5.329316,4.49642,True,17.62,0.0
"R=4000,q=95",408.0,272.0,4000,95,6.098856,6.098856,3.83841,True,16.6,0.0
"R=4000,q=100",408.0,272.0,4000,100,7.040434,7.040434,4.241163,True,15.58,0.0
"R=4000,q=105",408.0,272.0,4000,105,8.208362,8.208362,4.03736,True,14.58,0.0
"R=4000,q=110",408.0,272.0,4000,110,9.679323,9.679323,4.263602,True,13.6,0.0
"R=4000,q=115",408.0,272.0,4000,115,11.564171,11.564171,4.572515,True,12.65,0.0
"R=4000,q=120",408.0,272.0,4000,120,14.027526,14.027526,4.585054,True,11.74,0.0
"R=4000,q=125",408.0,272.0,4000,125,17.32173,17.32173,3.883029,True,10.88,0.0
"R=4000,q=130",408.0,272.0,4000,130,353.172565,20.0,4.905763,True,10.1,0.205941
"R=4000,q=135",408.0,272.0,4000,135,9919.24999,20.0,67.784015,False,10.39,0.371154
"R=4000,q=140",408.0,272.0,4000,140,3865.808498,20.0,198.132586,False,7.74,0.206452
"R=4000,q=145",408.0,272.0,4000,145,4053.850234,20.0,186.262161,False,7.16,0.179916
"R=4000,q=150",408.0,272.0,4000,150,4438.18737,20.0,161.751387,False,6.78,0.16053
"R=4000,q=155",408.0,272.0,4000,155,4782.553161,20.0,131.863873,False,6.49,0.14
"R=4000,q=160",408.0,272.0,4000,160,5361.224008,20.0,100.051118,False,6.28,0.120827
"R=4000,q=165",408.0,272.0,4000,165,5733.129607,20.0,68.591127,False,6.11,0.098039
"R=4000,q=170",408.0,272.0,4000,170,6834.800755,20.0,39.562952,False,6.0,0.074875
"R=4000,q=175",408.0,272.0,4000,175,7900.018013,20.0,15.155547,False,5.92,0.045531
"R=4000,q=180",408.0,272.0,4000,180,0.0,0.0,1.6,True,5.88,0.0
"R=4250,q=0",408.0,272.0,4250,0,0.0,0.0,4.08,True,31.22,0.0
"R=4250,q=5",408.0,272.0,4250,5,0.232143,0.232143,4.414093,True,31.17,0.0
"R=4250,q=10",408.0,272.0,4250,10,0.462523,0.462523,4.105582,True,31.03,0.0
"R=4250,q=15",408.0,272.0,4250,15,0.689389,0.689389,4.661721,True,30.79,0.0
"R=4250,q=20",408.0,272.0,4250,20,0.911018,0.911018,4.966687,True,30.46,0.0
"R=4250,q=25",408.0,272.0,4250,25,1.125726,1.125726,3.999723,True,30.05,0.0
"R=4250,q=30",408.0,272.0,4250,30,1.331882,1.331882,4.912556,True,29.54,0.0
"R=4250,q=35",408.0,272.0,4250,35,1.527918,1.527918,4.14611,True,28.96,0.0
"R=4250,q=40",408.0,272.0,4250,40,1.712344,1.712344,3.666542,True,28.3,0.0
"R=4250,q=45",408.0,272.0,4250,45,1.890954,1.890954,4.16063,True,27.56,0.0
"R=4250,q=50",408.0,272.0,4250,50,2.084896,2.084896,3.670545,True,26.76,0.0
"R=4250,q=55",408.0,272.0,4250,55,2.299747,2.299747,4.388051,True,25.89,0.0
"R=4250,q=60",408.0,272.0,4250,60,2.540727,2.540727,4.488174,True,24.97,0.0
"R=4250,q=65",408.0,272.0,4250,65,2.814069,2.814069,4.922391,True,24.0,0.0
"R=4250,q=70",408.0,272.0,4250,70,3.127403,3.127403,3.971388,True,23.0,0.0
"R=4250,q=75",408.0,272.0,4250,75,3.490249,3.490249,4.037448,True,21.96,0.0
"R=4250,q=80",408.0,272.0,4250,80,3.914699,3.914699,4.83651,True,20.89,0.0
"R=4250,q=85",408.0,272.0,4250,85,4.416355,4.416355,4.749991,True,19.81,0.0
"R=4250,q=90",408.0,272.0,4250,90,5.015676,5.015676,4.896395,True,18.72,0.0
"R=4250,q=95",408.0,272.0,4250,95,5.739929,5.739929,3.682808,True,17.64,0.0
"R=4250,q=100",408.0,272.0,4250,100,6.626095,6.626095,4.956313,True,16.55,0.0
"R=4250,q=105",408.0,272.0,4250,105,7.725292,7.725292,4.395418,True,15.49,0.0
"R=4250,q=110",408.0,272.0,4250,110,9.109676,9.109676,4.461544,True,14.45,0.0
"R=4250,q=115",408.0,272.0,4250,115,10.883584,10.883584,4.870638,True,13.44,0.0
"R=4250,q=120",408.0,272.0,4250,120,13.201981,13.201981,3.944992,True,12.48,0.0
"R=4250,q=125",408.0,272.0,4250,125,16.302317,16.302317,4.04531,True,11.56,0.0
"R=4250,q=130",408.0,272.0,4250,130,58.543071,20.0,3.893978,True,10.7,0.103738
"R=4250,q=135",408.0,272.0,4250,135,9930.377162,20.0,44.67153,False,10.64,0.33615
"R=4250,q=140",408.0,272.0,4250,140,3904.86665,20.0,197.448625,False,8.32,0.205282
"R=4250,q=145",408.0,272.0,4250,145,4010.300134,20.0,189.560192,False,7.64,0.173856
"R=4250,q=150",408.0,272.0,4250,150,4392.44667,20.0,165.852786,False,7.22,0.15491
"R=4250,q=155",408.0,272.0,4250,155,4686.017157,20.0,135.723849,False,6.9,0.134588
"R=4250,q=160",408.0,272.0,4250,160,5194.822924,20.0,103.181898,False,6.67,0.115269
"R=4250,q=165",408.0,272.0,4250,165,5904.870467,20.0,70.844357,False,6.5,0.095238
"R=4250,q=170",408.0,272.0,4250,170,6515.206672,20.0,40.84525,False,6.37,0.0721
"R=4250,q=175",408.0,272.0,4250,175,7906.718974,20.0,15.717072,False,6.29,0.044444
"R=4250,q=180",408.0,272.0,4250,180,0.0,0.0,0.0,True,6.25,0.0
"R=4500,q=0",408.0,272.0,4500,0,0.0,0.0,3.84,True,33.06,0.0
"R=4500,q=5",408.0,272.0,4500,5,0.219242,0.219242,3.793563,True,33.01,0.0
"R=4500,q=10",408.0,272.0,4500,10,0.436819,0.436819,3.706357,True,32.86,0.0
"R=4500,q=15",408.0,272.0,4500,15,0.651077,0.651077,3.734303,True,32.61,0.0
"R=4500,q=20",408.0,272.0,4500,20,0.860389,0.860389,4.135948,True,32.26,0.0
"R=4500,q=25",408.0,272.0,4500,25,1.063163,1.063163,3.9105,True,31.82,0.0
"R=4500,q=30",408.0,272.0,4500,30,1.25786,1.25786,4.875094,True,31.28,0.0
"R=4500,q=35",408.0,272.0,4500,35,1.442999,1.442999,4.861311,True,30.66,0.0
"R=4500,q=40",408.0,272.0,4500,40,1.617171,1.617171,4.510981,True,29.96,0.0
"R=4500,q=45",408.0,272.0,4500,45,1.785854,1.785854,4.551302,True,29.18,0.0
"R=4500,q=50",408.0,272.0,4500,50,1.969016,1.969016,4.429299,True,28.33,0.0
"R=4500,q=55",408.0,272.0,4500,55,2.171925,2.171925,3.665686,True,27.42,0.0
"R=4500,q=60",408.0,272.0,4500,60,2.399511,2.399511,4.568164,True,26.44,0.0
"R=4500,q=65",408.0,272.0,4500,65,2.657661,2.657661,4.064206,True,25.42,0.0
"R=4500,q=70",408.0,272.0,4500,70,2.95358,2.95358,4.57339,True,24.35,0.0
"R=4500,q=75",408.0,272.0,4500,75,3.296258,3.296258,4.479337,True,23.25,0.0
"R=4500,q=80",408.0,272.0,4500,80,3.697117,3.697117,4.921311,True,22.12,0.0
"R=4500,q=85",408.0,272.0,4500,85,4.17089,4.17089,4.345546,True,20.98,0.0
"R=4500,q=90",408.0,272.0,4500,90,4.736901,4.736901,3.936373,True,19.83,0.0
"R=4500,q=95",408.0,272.0,4500,95,5.4209,5.4209,4.887208,True,18.67,0.0
"R=4500,q=100",408.0,272.0,4500,100,6.25781,6.25781,4.311466,True,17.53,0.0
"R=4500,q=105",408.0,272.0,4500,105,7.295911,7.295911,4.75348,True,16.4,0.0
"R=4500,q=110",408.0,272.0,4500,110,8.603359,8.603359,4.65949,True,15.3,0.0
"R=4500,q=115",408.0,272.0,4500,115,10.278681,10.278681,3.808765,True,14.24,0.0
"R=4500,q=120",408.0,272.0,4500,120,12.468214,12.468214,4.664937,True,13.21,0.0
"R=4500,q=125",408.0,272.0,4500,125,15.3962,15.3962,4.207599,True,12.24,0.0
"R=4500,q=130",408.0,272.0,4500,130,19.419087,19.419087,4.804251,True,11.32,0.0
"R=4500,q=135",408.0,272.0,4500,135,10392.44259,20.0,19.70539,False,10.93,0.303473
"R=4500,q=140",408.0,272.0,4500,140,3942.268871,20.0,195.003858,False,8.92,0.204927
"R=4500,q=145",408.0,272.0,4500,145,4003.320784,20.0,192.357735,False,8.13,0.169533
"R=4500,q=150",408.0,272.0,4500,150,4336.099243,20.0,169.693377,False,7.66,0.148631
"R=4500,q=155",408.0,272.0,4500,155,4714.96991,20.0,139.398314,False,7.32,0.129604
"R=4500,q=160",408.0,272.0,4500,160,5225.311651,20.0,106.260312,False,7.07,0.111582
"R=4500,q=165",408.0,272.0,4500,165,5754.908542,20.0,73.069856,False,6.88,0.091437
"R=4500,q=170",408.0,272.0,4500,170,6759.896833,20.0,42.249838,False,6.75,0.069527
"R=4500,q=175",408.0,272.0,4500,175,7912.629325,20.0,16.272283,False,6.66,0.041979
"R=4500,q=180",408.0,272.0,4500,180,0.0,0.0,1.6,True,6.62,0.0
"R=4750,q=0",408.0,272.0,4750,0,0.0,0.0,4.96,True,34.89,0.0
"R=4750,q=5",408.0,272.0,4750,5,0.2077,0.2077,4.533033,True,34.84,0.0
"R=4750,q=10",408.0,272.0,4750,10,0.413822,0.413822,4.667132,True,34.68,0.0
"R=4750,q=15",408.0,272.0,4750,15,0.616799,0.616799,4.166885,True,34.42,0.0
"R=4750,q=20",408.0,272.0,4750,20,0.81509,0.81509,4.665209,True,34.05,0.0
"R=4750,q=25",408.0,272.0,4750,25,1.007188,1.007188,3.821277,True,33.59,0.0
"R=4750,q=30",408.0,272.0,4750,30,1.191633,1.191633,4.837632,True,33.02,0.0
"R=4750,q=35",408.0,272.0,4750,35,1.367022,1.367022,4.216512,True,32.37,0.0
"R=4750,q=40",408.0,272.0,4750,40,1.532021,1.532021,3.995422,True,31.63,0.0
"R=4750,q=45",408.0,272.0,4750,45,1.691821,1.691821,4.941975,True,30.8,0.0
"R=4750,q=50",408.0,272.0,4750,50,1.865339,1.865339,3.828054,True,29.91,0.0
"R=4750,q=55",408.0,272.0,4750,55,2.057564,2.057564,4.303323,True,28.94,0.0
"R=4750,q=60",408.0,272.0,4750,60,2.273167,2.273167,4.648155,True,27.91,0.0
"R=4750,q=65",408.0,272.0,4750,65,2.517724,2.517724,4.566022,True,26.83,0.0
"R=4750,q=70",408.0,272.0,4750,70,2.798061,2.798061,3.815393,True,25.71,0.0
"R=4750,q=75",408.0,272.0,4750,75,3.122697,3.122697,4.921228,True,24.54,0.0
"R=4750,q=80",408.0,272.0,4750,80,3.502448,3.502448,3.646113,True,23.36,0.0
"R=4750,q=85",408.0,272.0,4750,85,3.951276,3.951276,3.941103,True,22.15,0.0
"R=4750,q=90",408.0,272.0,4750,90,4.487483,4.487483,4.336354,True,20.93,0.0
"R=4750,q=95",408.0,272.0,4750,95,5.135467,5.135467,4.731612,True,19.71,0.0
"R=4750,q=100",408.0,272.0,4750,100,5.928312,5.928312,3.666623,True,18.51,0.0
